
0       , 36      , 72      , 108     , 144      , 180      , 216      , 252      , 288     , 324     , 360     , 396     , 432     , 468     , 504      , 576      , 612     , 648     , 648     , 684     , 720  
15945.6 , 12254.6 , 5004.6  , -6565.4 , -14805.2 , -17755.4 , -14886.2 , -6675.8  , 3959.8  , 12554.0 , 15654.8 , 12207.0 , 3576.8  , -6712.0 , -14890.6 , -13962.4 , -6364.0 , 3783.8  , 3862.0  , 12296.2 , 15918.2
